,views,likes,comments,views_log,likes_log,comments_log,likes_log_win,comments_log_win,views_log_win,duration_scaled,framerate_scaled,bitrate_scaled,views_log_scaled,likes_log_scaled,comments_log_scaled,likes_log_win_scaled,comments_log_win_scaled,views_log_win_scaled,has_description,has_hashtags,cat_Comedy,cat_Education,cat_Entertainment,cat_Film & Animation,cat_Gaming,cat_Howto & Style,cat_Music,cat_News & Politics,cat_Nonprofits & Activis,cat_People & Blogs,cat_Pets & Animals,cat_Science & Technology,cat_Shows,cat_Sports,cat_Travel & Events,resolution_score_scaled,aspect_ratio,is_hd,is_full_hd,is_4k,is_short,is_medium,is_long,content_score,duration_bitrate_ratio,optimal_duration,content_completeness,is_popular_category,is_high_fps,is_cinema_fps
7238,109,0,0,4.700480365792417,0.0,0.0,0.0,0.0,4.700480365792417,3.332204510175204,3.4339872044851463,8.041091003708633,4.700480365792417,0.0,0.0,0.0,0.0,4.700480365792417,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,1,0,0,1,0.4138823556509628,0,0.4,False,0,0
7239,81698,265,16,11.310797040871105,5.583496308781699,2.833213344056216,4.023594781085251,1.732867951399863,11.21930989847643,5.771441123130016,3.258096538021482,5.846438775057725,11.310797040871105,5.583496308781699,2.833213344056216,4.023594781085251,1.732867951399863,11.21930989847643,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.9854864611084625,1,1.0,True,0,1
7240,14,0,0,2.70805020110221,0.0,0.0,0.0,0.0,2.70805020110221,3.5553480614894135,2.9269179575536315,6.733401891837359,2.70805020110221,0.0,0.0,0.0,0.0,2.70805020110221,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,0.5272336008614631,0,1.0,True,0,0
7241,25,0,0,3.258096538021482,0.0,0.0,0.0,0.0,3.258096538021482,4.68213122712422,2.3978952727983707,5.298317366548036,3.258096538021482,0.0,0.0,0.0,0.0,3.258096538021482,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,0.8820367931710494,0,1.0,False,0,0
7242,15,0,0,2.772588722239781,0.0,0.0,0.0,0.0,2.772588722239781,5.41164605185504,3.4330189939851112,7.065613363597717,2.772588722239781,0.0,0.0,0.0,0.0,2.772588722239781,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,0.7648306618471584,1,0.4,False,0,0
7243,3658,1,0,8.204945165019208,0.6931471805599453,0.0,0.6931471805599453,0.0,8.204945165019208,3.6375861597263857,3.258096538021482,8.726318950962243,8.204945165019208,0.6931471805599453,0.0,0.6931471805599453,0.0,8.204945165019208,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9425024075576036,0.5625,1,1,0,1,0,0,2,0.41637515527357566,0,1.0,False,0,1
7244,160,6,0,5.081404364984463,1.9459101490553132,0.0,1.9459101490553132,0.0,5.081404364984463,5.652489180268651,3.4330189939851112,7.965892735084528,5.081404364984463,1.9459101490553132,0.0,1.9459101490553132,0.0,5.081404364984463,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.7086967400406929,1,1.0,True,0,0
7245,590,3,0,6.3818160174060985,1.3862943611198906,0.0,1.3862943611198906,0.0,6.3818160174060985,5.886104031450156,3.258096538021482,6.444131256700441,6.3818160174060985,1.3862943611198906,0.0,1.3862943611198906,0.0,6.3818160174060985,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7811763964701681,0.7563025210084033,0,0,0,0,1,0,2,0.9119901342786327,1,1.0,True,0,1
7246,126,0,0,4.844187086458591,0.0,0.0,0.0,0.0,4.844187086458591,4.875197323201151,3.4330189939851112,6.673297967767654,4.844187086458591,0.0,0.0,0.0,0.0,4.844187086458591,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8157084137185365,0.5638888888888889,1,0,0,0,1,0,2,0.7294598185975476,1,1.0,True,0,0
7247,28,1,0,3.367295829986474,0.6931471805599453,0.0,0.6931471805599453,0.0,3.367295829986474,3.828641396489095,3.431403223719222,8.602453035367061,3.367295829986474,0.6931471805599453,0.0,0.6931471805599453,0.0,3.367295829986474,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.9425024075576036,1.7777777777777777,1,1,0,1,0,0,2,0.4445471436264174,0,1.0,True,0,0
7248,670,1,1,6.508769136971682,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,6.508769136971682,1.9459101490553132,2.435366204227864,6.126869184114185,6.508769136971682,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,6.508769136971682,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.663443061339372,0.75,0,0,0,1,0,0,2,0.31708516031146133,0,1.0,False,0,0
7249,436,0,0,6.07993319509559,0.0,0.0,0.0,0.0,6.07993319509559,3.713572066704308,3.4339872044851463,5.4638318050256105,6.07993319509559,0.0,0.0,0.0,0.0,6.07993319509559,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.663443061339372,0.75,0,0,0,1,0,0,2,0.6784227573990892,0,1.0,False,0,0
7250,229,0,0,5.438079308923196,0.0,0.0,0.0,0.0,5.438079308923196,4.290459441148391,2.772588722239781,5.579729825986222,5.438079308923196,0.0,0.0,0.0,0.0,5.438079308923196,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,0.7675611478040274,0,1.0,True,0,0
7251,2556,9,0,7.846589975291186,2.302585092994046,0.0,2.302585092994046,0.0,7.846589975291186,4.204692619390966,3.4330189939851112,7.368970402194793,7.846589975291186,2.302585092994046,0.0,2.302585092994046,0.0,7.846589975291186,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,0.5698210441581831,0,1.0,True,0,0
7252,37,0,0,3.6375861597263857,0.0,0.0,0.0,0.0,3.6375861597263857,2.995732273553991,3.4330189939851112,6.692083742506628,3.6375861597263857,0.0,0.0,0.0,0.0,3.6375861597263857,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8375788139770532,0.5620608899297423,1,0,0,1,0,0,1,0.446985204698974,0,0.4,False,0,0
7253,1221,5,2,7.108244139731541,1.791759469228055,1.0986122886681098,1.791759469228055,1.0986122886681098,7.108244139731541,6.342121418721152,2.5641798306825083,5.60947179518496,7.108244139731541,1.791759469228055,1.0986122886681098,1.791759469228055,1.0986122886681098,7.108244139731541,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6922046617580406,0.75,0,0,0,0,1,0,2,1.1285974287041345,1,1.0,True,0,0
7254,483,2,0,6.182084906716632,1.0986122886681098,0.0,1.0986122886681098,0.0,6.182084906716632,4.189654742026425,3.258096538021482,6.822197390620491,6.182084906716632,1.0986122886681098,0.0,1.0986122886681098,0.0,6.182084906716632,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,0.613222145451791,0,0.4,False,0,1
7255,19,1,0,2.995732273553991,0.6931471805599453,0.0,0.6931471805599453,0.0,2.995732273553991,3.828641396489095,3.4339872044851463,6.4967749901858625,2.995732273553991,0.6931471805599453,0.0,0.6931471805599453,0.0,2.995732273553991,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7636022569985758,1.7647058823529411,0,0,0,1,0,0,2,0.5884084515391752,0,1.0,True,0,0
7256,2128,16,0,7.663407664893479,2.833213344056216,0.0,2.833213344056216,0.0,7.663407664893479,4.465908118654584,3.4330189939851112,8.054522609537294,7.663407664893479,2.833213344056216,0.0,2.833213344056216,0.0,7.663407664893479,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.5537721617114814,0,1.0,False,0,0
7257,1487,1,3,7.305188215393037,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,7.305188215393037,5.429345628954441,3.4330189939851112,6.698268054115413,7.305188215393037,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,7.305188215393037,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.8093513236436082,1,1.0,False,0,0
7258,97,0,0,4.584967478670572,0.0,0.0,0.0,0.0,4.584967478670572,5.087596335232384,3.688879454113936,5.768320995793772,4.584967478670572,0.0,0.0,0.0,0.0,4.584967478670572,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,0.8804627397709146,1,1.0,True,0,0
7259,34,1,0,3.5553480614894135,0.6931471805599453,0.0,0.6931471805599453,0.0,3.5553480614894135,3.6375861597263857,3.4330189939851112,5.908082938168931,3.5553480614894135,0.6931471805599453,0.0,0.6931471805599453,0.0,3.5553480614894135,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,0.6146561644592063,0,1.0,True,0,0
7260,1551,2,3,7.347299700743164,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.3862943611198906,7.347299700743164,5.58724865840025,3.4330189939851112,8.428361977709622,7.347299700743164,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.3862943611198906,7.347299700743164,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,0.6621247907069241,1,1.0,False,0,0
7261,77,0,0,4.356708826689592,0.0,0.0,0.0,0.0,4.356708826689592,3.4011973816621555,3.2180755046974316,5.0369526024136295,4.356708826689592,0.0,0.0,0.0,0.0,4.356708826689592,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6578397075139824,0.8181818181818182,0,0,0,1,0,0,2,0.6739111003411413,0,1.0,False,0,1
7262,34,0,0,3.5553480614894135,0.0,0.0,0.0,0.0,3.5553480614894135,4.499809670330265,3.4339872044851463,6.244166900663736,3.5553480614894135,0.0,0.0,0.0,0.0,3.5553480614894135,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7817173031017021,1.3333333333333333,0,0,0,0,1,0,0,0.7194898604085403,0,0.0,True,0,0
7263,44556,88,7,10.704524547379622,4.48863636973214,2.0794415416798357,4.023594781085251,1.732867951399863,10.704524547379622,5.746203190540153,3.2180755046974316,7.109062135687172,10.704524547379622,4.48863636973214,2.0794415416798357,4.023594781085251,1.732867951399863,10.704524547379622,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.8071573307016089,1,1.0,True,0,1
7264,2882,1,0,7.966586697638403,0.6931471805599453,0.0,0.6931471805599453,0.0,7.966586697638403,5.117993812416755,3.4330189939851112,5.6240175061873385,7.966586697638403,0.6931471805599453,0.0,0.6931471805599453,0.0,7.966586697638403,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,0.9084092846350087,1,1.0,True,0,0
7265,87,1,0,4.477336814478207,0.6931471805599453,0.0,0.6931471805599453,0.0,4.477336814478207,4.969813299576001,3.258096538021482,7.1316985104669115,4.477336814478207,0.6931471805599453,0.0,0.6931471805599453,0.0,4.477336814478207,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,0,0.6958867407091207,1,0.0,False,0,1
7266,106,1,0,4.672828834461906,0.6931471805599453,0.0,0.6931471805599453,0.0,4.672828834461906,5.081404364984463,3.4330189939851112,6.39024066706535,4.672828834461906,0.6931471805599453,0.0,0.6931471805599453,0.0,4.672828834461906,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8375788139770532,0.5620608899297423,1,0,0,0,1,0,2,0.7939395765432049,1,1.0,True,0,0
7267,60,0,0,4.110873864173311,0.0,0.0,0.0,0.0,4.110873864173311,3.737669618283368,3.4339872044851463,6.42648845745769,4.110873864173311,0.0,0.0,0.0,0.0,4.110873864173311,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,0.5807001197916678,0,1.0,False,0,0
7268,11,0,0,2.4849066497880004,0.0,0.0,0.0,0.0,2.4849066497880004,3.49650756146648,3.258096538021482,6.771935555839602,2.4849066497880004,0.0,0.0,0.0,0.0,2.4849066497880004,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,1,0.5155618971424468,0,0.4,False,0,1
7269,177,2,0,5.181783550292085,1.0986122886681098,0.0,1.0986122886681098,0.0,5.181783550292085,3.4657359027997265,3.4330189939851112,8.055157731819678,5.181783550292085,1.0986122886681098,0.0,1.0986122886681098,0.0,5.181783550292085,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,1,0,0,2,0.4297170641965585,0,1.0,True,0,0
7270,9,0,0,2.302585092994046,0.0,0.0,0.0,0.0,2.302585092994046,4.110873864173311,2.772588722239781,5.717027701406222,2.302585092994046,0.0,0.0,0.0,0.0,2.302585092994046,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,1,0.7178023363085746,0,0.4,False,0,0
7271,2644,3,0,7.8804263442924,1.3862943611198906,0.0,1.3862943611198906,0.0,7.8804263442924,4.343805421853684,3.3079849999399764,5.472270673671475,7.8804263442924,1.3862943611198906,0.0,1.3862943611198906,0.0,7.8804263442924,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.663443061339372,0.75,0,0,0,0,1,0,2,0.7923369130084632,0,1.0,False,0,0
7272,2,0,0,1.0986122886681098,0.0,0.0,0.0,0.0,1.0986122886681098,5.225746673713202,3.4339872044851463,6.476972362889683,1.0986122886681098,0.0,0.0,0.0,0.0,1.0986122886681098,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7849850142739001,0.5633802816901409,0,0,0,0,1,0,1,0.805575603128567,1,0.6,True,0,0
7273,82,1,0,4.418840607796598,0.6931471805599453,0.0,0.6931471805599453,0.0,4.418840607796598,2.9444389791664403,3.258096538021482,6.335054251498059,4.418840607796598,0.6931471805599453,0.0,0.6931471805599453,0.0,4.418840607796598,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7594322906790233,1.0588235294117647,0,0,0,1,0,0,2,0.464052608923125,0,1.0,True,0,1
7274,3881,15,5,8.264105763728956,2.772588722239781,1.791759469228055,2.772588722239781,1.732867951399863,8.264105763728956,8.124446855715847,3.258096538021482,6.054439346269371,8.264105763728956,2.772588722239781,1.791759469228055,2.772588722239781,1.732867951399863,8.264105763728956,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7916822378877421,0.6428571428571429,0,0,0,0,0,1,2,1.339686390088759,0,1.0,True,0,1
7275,374,2,0,5.926926025970411,1.0986122886681098,0.0,1.0986122886681098,0.0,5.926926025970411,5.14166355650266,2.772588722239781,5.762051382780177,5.926926025970411,1.0986122886681098,0.0,1.0986122886681098,0.0,5.926926025970411,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,0.8907861721123691,1,1.0,True,0,0
7276,18,0,0,2.9444389791664403,0.0,0.0,0.0,0.0,2.9444389791664403,4.248495242049359,3.431403223719222,8.470101583882387,2.9444389791664403,0.0,0.0,0.0,0.0,2.9444389791664403,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9420285516285487,0.5666316894018888,1,1,0,0,1,0,0,0.5009957958669051,0,0.0,False,0,0
7277,242,0,0,5.493061443340548,0.0,0.0,0.0,0.0,5.493061443340548,4.709530201312334,3.4330189939851112,7.134890851565884,5.493061443340548,0.0,0.0,0.0,0.0,5.493061443340548,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8265378138302576,0.6666666666666666,1,0,0,0,1,0,1,0.6591465564908087,0,0.4,False,0,0
7278,142,0,0,4.962844630259907,0.0,0.0,0.0,0.0,4.962844630259907,3.7612001156935624,3.4330189939851112,5.924255797414532,4.962844630259907,0.0,0.0,0.0,0.0,4.962844630259907,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,0.6338115922357547,0,1.0,True,0,0
7279,3,0,0,1.3862943611198906,0.0,0.0,0.0,0.0,1.3862943611198906,3.258096538021482,3.258096538021482,6.222576268071369,1.3862943611198906,0.0,0.0,0.0,0.0,1.3862943611198906,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8001132664028374,0.5642633228840125,0,0,0,1,0,0,0,0.5227527747574086,0,0.0,False,0,1
7280,193,0,0,5.267858159063328,0.0,0.0,0.0,0.0,5.267858159063328,5.634789603169249,3.4330189939851112,6.70196036600254,5.267858159063328,0.0,0.0,0.0,0.0,5.267858159063328,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.8395147313012481,1,1.0,False,0,0
7281,48,1,0,3.8918202981106265,0.6931471805599453,0.0,0.6931471805599453,0.0,3.8918202981106265,5.87493073085203,3.218875824868201,6.6895992691789665,3.8918202981106265,0.6931471805599453,0.0,0.6931471805599453,0.0,3.8918202981106265,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.798862584939207,0.55,0,0,0,0,1,0,2,0.8769077813174938,1,1.0,False,0,1
7282,68,1,0,4.23410650459726,0.6931471805599453,0.0,0.6931471805599453,0.0,4.23410650459726,5.6131281063880705,3.4339872044851463,6.163314804034641,4.23410650459726,0.6931471805599453,0.0,0.6931471805599453,0.0,4.23410650459726,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.9092567420536445,1,1.0,True,0,0
7283,25211,119,10,10.135075350633,4.787491742782046,2.3978952727983707,4.023594781085251,1.732867951399863,10.135075350633,4.9344739331306915,3.2180755046974316,7.322510433997394,10.135075350633,4.787491742782046,2.3978952727983707,4.023594781085251,1.732867951399863,10.135075350633,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.672958324103006,1,1.0,False,0,1
7284,92,0,0,4.532599493153256,0.0,0.0,0.0,0.0,4.532599493153256,4.897839799950911,3.4339872044851463,7.111512116496157,4.532599493153256,0.0,0.0,0.0,0.0,4.532599493153256,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.6877527861822538,1,1.0,True,0,0
7285,10,0,0,2.3978952727983707,0.0,0.0,0.0,0.0,2.3978952727983707,4.976733742420574,3.4330189939851112,7.519149957669823,2.3978952727983707,0.0,0.0,0.0,0.0,2.3978952727983707,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8713849740679873,0.75,1,0,0,0,1,0,1,0.6609954338007117,1,0.4,True,0,0
7286,233,0,0,5.455321115357702,0.0,0.0,0.0,0.0,5.455321115357702,5.802118375377063,3.4330189939851112,6.68586094706836,5.455321115357702,0.0,0.0,0.0,0.0,5.455321115357702,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,0.8665231284286746,1,0.4,True,0,0
7287,5987,11,0,8.69751274553952,2.4849066497880004,0.0,2.4849066497880004,0.0,8.69751274553952,5.605802066295998,3.258096538021482,5.14166355650266,8.69751274553952,2.4849066497880004,0.0,2.4849066497880004,0.0,8.69751274553952,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,1,1.0881537594240027,1,0.4,True,0,1
7288,41896,46,38,10.642969504301549,3.8501476017100584,3.6635616461296463,3.8501476017100584,1.732867951399863,10.642969504301549,5.521460917862246,3.4330189939851112,8.670943791222156,10.642969504301549,3.8501476017100584,3.6635616461296463,3.8501476017100584,1.732867951399863,10.642969504301549,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,0.6360438508362812,1,1.0,True,0,0
7289,189,5,0,5.247024072160486,1.791759469228055,0.0,1.791759469228055,0.0,5.247024072160486,4.787491742782046,3.4339872044851463,6.580639137284949,5.247024072160486,1.791759469228055,0.0,1.791759469228055,0.0,5.247024072160486,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7817173031017021,1.3333333333333333,0,0,0,0,1,0,2,0.7264078100859699,0,1.0,True,0,0
7290,166,0,0,5.117993812416755,0.0,0.0,0.0,0.0,5.117993812416755,4.276666119016055,3.258096538021482,6.697034247666484,5.117993812416755,0.0,0.0,0.0,0.0,5.117993812416755,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.6376389266990841,0,1.0,False,0,1
7291,44599,43,3,10.705489138008156,3.784189633918261,1.3862943611198906,3.784189633918261,1.3862943611198906,10.705489138008156,5.594711379601839,3.4339872044851463,6.673297967767654,10.705489138008156,3.784189633918261,1.3862943611198906,3.784189633918261,1.3862943611198906,10.705489138008156,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7849850142739001,0.5633802816901409,0,0,0,0,1,0,2,0.8371183518352956,1,1.0,True,0,0
7292,1011,2,0,6.919683849847411,1.0986122886681098,0.0,1.0986122886681098,0.0,6.919683849847411,5.0369526024136295,3.258096538021482,6.061456918928017,6.919683849847411,1.0986122886681098,0.0,1.0986122886681098,0.0,6.919683849847411,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8147455117496272,0.8,0,0,0,0,1,0,1,0.8296118492928316,1,0.4,False,0,1
7293,88,17,7,4.48863636973214,2.8903717578961645,2.0794415416798357,2.8903717578961645,1.732867951399863,4.48863636973214,6.620073206530356,3.4330189939851112,8.009695357742922,4.48863636973214,2.8903717578961645,2.0794415416798357,2.8903717578961645,1.732867951399863,4.48863636973214,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,0,1,2,0.8254768929768327,0,1.0,True,0,0
7294,5290,16,0,8.57376254290413,2.833213344056216,0.0,2.833213344056216,0.0,8.57376254290413,3.7612001156935624,3.4339872044851463,6.647688373563329,8.57376254290413,2.833213344056216,0.0,2.833213344056216,0.0,8.57376254290413,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7849850142739001,0.5633802816901409,0,0,0,1,0,0,1,0.5649408480319863,0,0.6,False,0,0
7295,336091,1221,177,12.725140210990164,7.108244139731541,5.181783550292085,4.023594781085251,1.732867951399863,11.21930989847643,6.139884552226255,3.4330189939851112,8.12740456269308,12.725140210990164,7.108244139731541,5.181783550292085,4.023594781085251,1.732867951399863,11.21930989847643,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9425024075576036,0.5625,1,1,0,0,1,0,1,0.754526152033205,1,0.6,False,0,0
7296,2001,4,1,7.601901959875166,1.6094379124341005,0.6931471805599453,1.6094379124341005,0.6931471805599453,7.601901959875166,4.624972813284271,3.4339872044851463,6.444131256700441,7.601901959875166,1.6094379124341005,0.6931471805599453,1.6094379124341005,0.6931471805599453,7.601901959875166,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8003156420739824,0.5625,0,0,0,0,1,0,2,0.7165910684699501,0,1.0,True,0,0
7297,9,0,0,2.302585092994046,0.0,0.0,0.0,0.0,2.302585092994046,5.267858159063328,2.3978952727983707,5.497168225293202,2.302585092994046,0.0,0.0,0.0,0.0,2.302585092994046,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8250841990148527,0.6818181818181818,0,0,0,0,1,0,2,0.9565457134338523,1,1.0,False,0,0
7298,111102,136,65,11.618212977963426,4.919980925828125,4.189654742026425,4.023594781085251,1.732867951399863,11.21930989847643,4.143134726391533,3.258096538021482,5.961005339623274,11.618212977963426,4.919980925828125,4.189654742026425,4.023594781085251,1.732867951399863,11.21930989847643,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7267990489695471,0.56353591160221,0,0,0,0,1,0,1,0.6938755688088086,0,0.4,False,0,1
7299,10,0,0,2.3978952727983707,0.0,0.0,0.0,0.0,2.3978952727983707,4.276666119016055,3.4330189939851112,5.910796644040527,2.3978952727983707,0.0,0.0,0.0,0.0,2.3978952727983707,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,0.7223126170564662,0,1.0,False,0,0
7300,94,1,0,4.553876891600541,0.6931471805599453,0.0,0.6931471805599453,0.0,4.553876891600541,5.3230099791384085,3.4339872044851463,6.5337888379333435,4.553876891600541,0.6931471805599453,0.0,0.6931471805599453,0.0,4.553876891600541,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7849850142739001,0.5633802816901409,0,0,0,0,1,0,2,0.8134446436110122,1,1.0,True,0,0
7301,31,0,0,3.4657359027997265,0.0,0.0,0.0,0.0,3.4657359027997265,3.713572066704308,3.4330189939851112,8.017637159908478,3.4657359027997265,0.0,0.0,0.0,0.0,3.4657359027997265,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8900041254883724,0.5625,1,1,0,1,0,0,2,0.4625983951106537,0,1.0,False,0,0
7302,881,13,1,6.782192056006791,2.6390573296152584,0.6931471805599453,2.6390573296152584,0.6931471805599453,6.782192056006791,5.834810737062605,3.258096538021482,6.363028103540465,6.782192056006791,2.6390573296152584,0.6931471805599453,2.6390573296152584,0.6931471805599453,6.782192056006791,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,0.9155476238714749,1,0.4,False,0,1
7303,229,1,0,5.438079308923196,0.6931471805599453,0.0,0.6931471805599453,0.0,5.438079308923196,5.993961427306569,3.258096538021482,7.65728279297819,5.438079308923196,0.6931471805599453,0.0,0.6931471805599453,0.0,5.438079308923196,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.7817582302815187,1,1.0,False,0,1
7304,417,0,0,6.035481432524756,0.0,0.0,0.0,0.0,6.035481432524756,6.306275286948016,3.431079756144025,6.025865973825314,6.035481432524756,0.0,0.0,0.0,0.0,6.035481432524756,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7741045577200509,0.6666666666666666,0,0,0,0,1,0,2,1.0448004170893355,1,1.0,True,0,0
7305,70712,147,10,11.16638471051204,4.997212273764115,2.3978952727983707,4.023594781085251,1.732867951399863,11.16638471051204,5.043425116919247,3.4330189939851112,6.2324480165505225,11.16638471051204,4.997212273764115,2.3978952727983707,4.023594781085251,1.732867951399863,11.16638471051204,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.8079242475944819,1,1.0,True,0,0
