,views,likes,comments,duration_log,bitrate_log,height_log,width_log,frame rate_log,views_log,likes_log,comments_log,likes_log_win,comments_log_win,duration_log_scaled,duration_log_minmax,duration_log_zscore,height_log_scaled,height_log_minmax,height_log_zscore,width_log_scaled,width_log_minmax,width_log_zscore,frame rate_log_scaled,frame rate_log_minmax,frame rate_log_zscore,views_log_scaled,views_log_minmax,views_log_zscore,likes_log_scaled,likes_log_minmax,likes_log_zscore,comments_log_scaled,comments_log_minmax,comments_log_zscore,likes_log_win_scaled,likes_log_win_minmax,likes_log_win_zscore,comments_log_win_scaled,comments_log_win_minmax,comments_log_win_zscore,has_description,has_hashtags,is_h264,cat_Comedy,cat_Education,cat_Entertainment,cat_Film & Animation,cat_Gaming,cat_Howto & Style,cat_Music,cat_News & Politics,cat_Nonprofits & Activis,cat_People & Blogs,cat_Pets & Animals,cat_Science & Technology,cat_Shows,cat_Sports,cat_Travel & Events,like_per_view_log,comment_per_view_log,engagement_rate_log,aspect_ratio,log_aspect_ratio,like_per_view_log_scaled,like_per_view_log_minmax,like_per_view_log_zscore,comment_per_view_log_scaled,comment_per_view_log_minmax,comment_per_view_log_zscore,engagement_rate_log_scaled,engagement_rate_log_minmax,engagement_rate_log_zscore,aspect_ratio_scaled,aspect_ratio_minmax,aspect_ratio_zscore,log_aspect_ratio_scaled,log_aspect_ratio_minmax,log_aspect_ratio_zscore
3944,404,1,2,4.927253685157205,7.05617528410041,6.75110146893676,6.175867270105761,3.258096538021482,6.003887067106539,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.4849701559939616,0.4472601754538184,0.12276938111707174,0.8588563926371569,0.6499238613215498,0.4737360853093948,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.30272809541535234,0.30272809541535234,0.26498166805221907,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.11303451242465117,0.11303451242465117,0.6015845847861573,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.6339850002884626,0.6339850002884626,1.2718528826243323,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-5.310739886546593,-4.905274778438429,-4.394449154672438,-0.5752341988309988,-0.5752341988309988,-3.4724444473317297,0.5710982037964305,-0.7165787561756432,-inf,0.7526661520165334,-0.013831765676243845,-2.8578177017168116,0.6113427337208029,-0.42173577439755405,-0.964935527042068,0.32909629981306265,-0.9429325117112269,-0.964935527042068,0.32909629981306265,-0.9429325117112269
3945,540061,4787,94,5.517452896464707,5.634789603169249,6.46302945692067,6.175867270105761,3.258096538021482,13.199439226764555,8.473868066677865,4.553876891600541,4.023594781085251,1.732867951399863,0.5430611376776417,0.5096045218975098,0.604395909879179,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.6655423483164958,0.6655423483164958,3.1731032564523582,0.6213625755941729,0.6213625755941729,4.685670371801654,0.46854132198721243,0.46854132198721243,3.9067292424989577,1.0,1.0,2.446944767221639,1.0,1.0,2.3275805181505755,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-4.725571160086691,-8.645562335164016,-4.705924162702894,-0.2871621868149088,-0.2871621868149088,-3.089829983366862,0.607790449565051,-0.32369791563364586,-inf,0.5640733094634565,-1.9489749863058017,-3.060377513029084,0.5909357708703751,-0.6216968246635934,-0.4817046633247991,0.49408969020714066,0.37870672045006676,-0.4817046633247991,0.49408969020714066,0.37870672045006676
3946,18,1,0,4.543294782270004,8.95364003713313,6.985641817639208,7.560601162768557,3.4339872044851463,2.9444389791664403,0.6931471805599453,0.0,0.6931471805599453,0.0,0.4471785948268537,0.4067015532070878,-0.1905566790367452,0.8886939648824116,0.7239294948342715,0.8673937525661688,0.9983604826366841,0.9959745265770981,2.872562216336813,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.14846455209214274,0.14846455209214274,-0.9715109367836811,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-2.251291798606495,-2.9444389791664403,-1.8458266904983305,0.5749593451293489,0.5749593451293489,-1.472014422170853,0.7629369266860864,1.3375271487250646,-inf,0.8515354479078572,1.0006619186143833,-1.2003862155962726,0.7783212796883858,1.2144315312568523,0.9644744694380522,0.987870233105819,4.334015087737361,0.9644744694380522,0.987870233105819,4.334015087737361
3947,5608,10,8,2.6390573296152584,6.448889394146858,6.175867270105761,5.8888779583328805,3.4330189939851112,8.632127729508337,2.3978952727983707,2.1972245773362196,2.3978952727983707,1.732867951399863,0.25975200925334235,0.20555177668272404,-1.7444917855055067,0.7856766943016016,0.4684174743046253,-0.4917496150867118,0.7776131704475308,0.4539781694313363,-0.41328618259437844,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.4352492906225642,0.4352492906225642,1.3271994437350532,0.175830254965867,0.175830254965867,0.8222239040547471,0.22606902484930233,0.22606902484930233,1.6524657629475634,0.5959584409619912,0.5959584409619912,1.131530669062858,1.0,1.0,2.3275805181505755,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-6.234232456709966,-6.434903152172117,-5.636395455954346,-0.28698931177288056,-0.28698931177288056,-4.076273050487283,0.5131918003648531,-1.3366093914336898,-inf,0.6755392042412072,-0.805228130961249,-3.6654857391570395,0.5299739195974948,-1.2190417552166328,-0.48141467140475863,0.4941887044747855,0.37949985004362574,-0.48141467140475863,0.4941887044747855,0.37949985004362574
3948,296,6,0,4.584967478670572,6.775366090936392,6.343880434126331,5.771441123130016,3.4339872044851463,5.6937321388027,1.9459101490553132,0.0,1.9459101490553132,0.0,0.45128027405131765,0.4111035533654482,-0.15655006613887426,0.8070508627436273,0.5214314683172013,-0.2097526342573026,0.7621058988763474,0.4159034829606378,-0.6441136520600192,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.28708945836577904,0.28708945836577904,0.13963086484270426,0.14268758170150245,0.14268758170150245,0.5348262495494005,0.0,0.0,-0.44929659337524885,0.483624782048867,0.483624782048867,0.7658126498969559,0.0,0.0,-0.5568030080936498,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3.7478219897473863,-5.6937321388027,-3.614290597122864,-0.5724393109963151,-0.5724393109963151,-2.4505255267451496,0.6690989427157232,0.3327604672435002,-inf,0.712910541634221,-0.42176241072005133,-2.350461521809613,0.66245651906759,0.07911122943781419,-0.9602471991031787,0.33069707323214054,-0.9301099074396185,-0.9602471991031787,0.33069707323214054,-0.9301099074396185
3949,6596,11,3,4.3694478524670215,6.049733455231958,6.75110146893676,6.175867270105761,3.4330189939851112,8.794370279222871,2.4849066497880004,1.3862943611198906,2.4849066497880004,1.3862943611198906,0.43006752686629796,0.3883376296162745,-0.33242283495970854,0.8588563926371569,0.6499238613215498,0.4737360853093948,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.4434298872129797,0.4434298872129797,1.3927706536871112,0.18221053052442523,0.18221053052442523,0.877550649003804,0.14263367413831,0.14263367413831,0.8767678121652687,0.6175837242531086,0.6175837242531086,1.2019348190358,0.8,0.8,1.7507038129017307,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-6.309463629434871,-7.4080759181029805,-6.02178155698309,-0.5752341988309988,-0.5752341988309988,-4.1254631960368,0.5084745272874224,-1.387119415361201,-inf,0.6264698705499723,-1.308726498915901,-3.9161117409039328,0.5047245106754287,-1.466452325993812,-0.964935527042068,0.32909629981306265,-0.9429325117112269,-0.964935527042068,0.32909629981306265,-0.9429325117112269
3950,1352,17,0,4.727387818712341,6.721425700790643,6.75110146893676,6.171700597410915,3.258096538021482,7.210079628170788,2.8903717578961645,0.0,2.8903717578961645,0.0,0.465298146671685,0.4261478008840478,-0.040329283926243076,0.8588563926371569,0.6499238613215498,0.4737360853093948,0.8149592677183373,0.5456732776238381,0.14261464675958244,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.3635467571646185,0.3635467571646185,0.7524709598768105,0.2119420347094356,0.2119420347094356,1.1353682516917354,0.0,0.0,-0.44929659337524885,0.7183555788181454,0.7183555788181454,1.5300117587151314,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-4.319707870274623,-7.210079628170788,-4.2656406490043475,-0.579400871525845,-0.579400871525845,-2.824454958946272,0.6332395805675528,-0.05120230328066431,-inf,0.6364532428353815,-1.2062875360390697,-2.774050381929174,0.619781903227882,-0.33904315568808757,-0.9719249767670389,0.3267098359224064,-0.9620486974959686,-0.9719249767670389,0.3267098359224064,-0.9620486974959686
3951,103060,179,0,6.3080984415095305,5.4680601411351315,5.771441123130016,5.484796933490655,3.4330189939851112,11.543076324920722,5.19295685089021,0.0,4.023594781085251,0.0,0.6208812617908748,0.5931225592483826,1.249594788572296,0.7342267222817858,0.3408069655728426,-1.1705473335896999,0.724255174396581,0.32296937391118097,-1.2075259137851115,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.5820251900176667,0.5820251900176667,2.5036751700181847,0.3807834885354264,0.3807834885354264,2.5994818259288763,0.0,0.0,-0.44929659337524885,1.0,1.0,2.446944767221639,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-6.350119474030512,-11.543076324920722,-6.344579293654896,-0.286644189639361,-0.286644189639361,-4.152046151488139,0.5059252553007617,-1.4144156492086786,-inf,0.4179748099823333,-3.4480855410209315,-4.126034999420636,0.483575714622361,-1.6736823533932605,-0.48083574093004355,0.4943863733510881,0.3810832282703213,-0.48083574093004355,0.4943863733510881,0.3810832282703213
3952,244,1,0,4.976733742420574,8.050384453067021,7.155396301896734,6.580639137284949,3.4339872044851463,5.501258210544727,0.6931471805599453,0.0,0.6931471805599453,0.0,0.48984028296994675,0.4524868883551238,0.16314711759339265,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.277384534694267,0.277384534694267,0.06184147862862507,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-4.808111029984782,-5.501258210544727,-4.402645921876617,-0.5747571646117846,-0.5747571646117846,-3.1437989441960634,0.6026148941140057,-0.37911498082776673,-inf,0.7226154653057331,-0.3221805973520901,-2.863148259788703,0.6108057046831058,-0.4269979435497373,-0.9641353185936309,0.3293695214030786,-0.9407439369351335,-0.9641353185936309,0.3293695214030786,-0.9407439369351335
3953,12,0,0,4.143134726391533,7.014814351275545,6.46302945692067,6.175867270105761,3.4339872044851463,2.5649493574615367,0.0,0.0,0.0,0.0,0.4077924180390549,0.36443155914636005,-0.5171035380795389,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.12932991995723428,0.12932991995723428,-1.1248837338903708,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-2.5649493574615367,-2.5649493574615367,-1.8718021769015913,-0.2871621868149088,-0.2871621868149088,-1.6771004312538664,0.7432694364114103,1.1269382368554486,-inf,0.8706700800427657,1.1970015736820854,-1.2172787093403439,0.7766194391798809,1.1977557614247527,-0.4817046633247991,0.49408969020714066,0.37870672045006676,-0.4817046633247991,0.49408969020714066,0.37870672045006676
3954,6003,77,13,4.634728988229636,6.822197390620491,6.580639137284949,6.175867270105761,3.4330189939851112,8.700181192753353,4.356708826689592,2.6390573296152584,4.023594781085251,1.732867951399863,0.4561781032672258,0.41635999683754044,-0.11594265315741685,0.8371706478862266,0.5961370697791177,0.1876283677911005,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.43868068349926453,0.43868068349926453,1.3547036214877766,0.3194640034945711,0.3194640034945711,2.067748129143286,0.27152851064082745,0.27152851064082745,2.0751023273247915,1.0,1.0,2.446944767221639,1.0,1.0,2.3275805181505755,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-4.343472366063762,-6.061123863138095,-4.178392615704313,-0.4047718671791882,-0.4047718671791882,-2.839993451361553,0.6317494586922134,-0.06715772717554205,-inf,0.6943859098854401,-0.6118428774971685,-2.7173108532126555,0.6254981479615609,-0.2830315723426418,-0.6789908454366814,0.4267286863711191,-0.1608721388897973,-0.6789908454366814,0.4267286863711191,-0.1608721388897973
3955,63,0,0,6.368187186350492,6.410174881966167,5.3981627015177525,5.176149732573829,2.772588722239781,4.1588830833596715,0.0,0.0,0.0,0.0,0.6267955600635184,0.599469896645585,1.298629645008839,0.6867392774388495,0.22302464700431904,-1.7970660264377092,0.6834990014629796,0.22290157674458821,-1.8141861002778266,0.676954925203449,0.4785925528524669,-1.7060745950892788,0.20969927328885585,0.20969927328885585,-0.48068673887008306,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-4.1588830833596715,-4.1588830833596715,-3.465735902799726,-0.22201296894392364,-0.22201296894392364,-2.7192991519878413,0.6433238901697915,0.05677506223130394,-inf,0.790300726711144,0.3723350214384695,-2.253852772870421,0.6721894030876538,0.17448052691898008,-0.3724190975318185,0.5314039376511301,0.6776033806299817,-0.3724190975318185,0.5314039376511301,0.6776033806299817
3956,3569,1,0,4.454347296253507,6.810142450115136,6.46302945692067,6.175867270105761,3.4330189939851112,8.180320874773685,0.6931471805599453,0.0,0.6931471805599453,0.0,0.4384238444273287,0.3973057885614135,-0.2631414404384701,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.412468277738633,0.412468277738633,1.1445992430989627,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-7.487173694213739,-8.180320874773685,-7.081708586105575,-0.2871621868149088,-0.2871621868149088,-4.895512730070252,0.4346277456891149,-2.177831049874358,-inf,0.587531722261367,-1.7082691998185418,-4.605408196441176,0.4352810852004966,-2.1469053847765283,-0.4817046633247991,0.49408969020714066,0.37870672045006676,-0.4817046633247991,0.49408969020714066,0.37870672045006676
3957,157,4,2,5.3706380281276624,7.988542982737695,7.155396301896734,6.580639137284949,3.4330189939851112,5.062595033026967,1.6094379124341005,1.0986122886681098,1.6094379124341005,1.0986122886681098,0.5286107289612945,0.49409606841379144,0.4845890140834544,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.2552662525256458,0.2552662525256458,-0.11544663328692131,0.11801511171285249,0.11801511171285249,0.3208782089362832,0.11303451242465117,0.11303451242465117,0.6015845847861573,0.4,0.4,0.4935604154376114,0.6339850002884626,0.6339850002884626,1.2718528826243323,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-3.4531571205928664,-3.963982744358857,-2.9831534913471307,-0.5747571646117846,-0.5747571646117846,-2.257857949236528,0.6875755210246922,0.5305977340639414,-inf,0.80012799490624,0.47317220681413397,-1.9400176346210598,0.7038068397643713,0.48428928635737256,-0.9641353185936309,0.3293695214030786,-0.9407439369351335,-0.9641353185936309,0.3293695214030786,-0.9407439369351335
3958,29,1,0,5.3612921657094255,7.085901464365611,6.46302945692067,6.175867270105761,3.4339872044851463,3.4011973816621555,0.6931471805599453,0.0,0.6931471805599453,0.0,0.5276908525667577,0.4931088395709625,0.47696241074589335,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.17149523200117125,0.17149523200117125,-0.7869095411565135,0.05082634211313828,0.05082634211313828,-0.2617511594924925,0.0,0.0,-0.44929659337524885,0.1722706232293572,0.1722706232293572,-0.24784458627122652,0.0,0.0,-0.5568030080936498,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-2.70805020110221,-3.4011973816621555,-2.302585092994046,-0.2871621868149088,-0.2871621868149088,-1.7706673805912527,0.7342964836763493,1.0308606831694533,-inf,0.8285047679988288,0.764345081299081,-1.4974273695876077,0.7483957591456931,0.9212012960016663,-0.4817046633247991,0.49408969020714066,0.37870672045006676,-0.4817046633247991,0.49408969020714066,0.37870672045006676
3959,19865,131,3,5.159055299214529,5.0369526024136295,6.46302945692067,6.175867270105761,3.4330189939851112,9.8967650067753,4.882801922586371,1.3862943611198906,4.023594781085251,1.3862943611198906,0.5077854750565208,0.47174600982316867,0.31192891335798434,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.49901485284237257,0.49901485284237257,1.8383094858711968,0.3580407854902922,0.3580407854902922,2.4022678154552257,0.14263367413831,0.14263367413831,0.8767678121652687,1.0,1.0,2.446944767221639,0.8,0.8,1.7507038129017307,0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-5.01396308418893,-8.51047064565541,-4.984110121039249,-0.2871621868149088,-0.2871621868149088,-3.2783959754692034,0.5897072081367861,-0.5173235426083908,-inf,0.5708849049205794,-1.8790814919818433,-3.2412886416189766,0.5727098125401145,-0.8002869361140859,-0.4817046633247991,0.49408969020714066,0.37870672045006676,-0.4817046633247991,0.49408969020714066,0.37870672045006676
3960,434,0,0,4.6443908991413725,7.790282380703483,7.155396301896734,6.580639137284949,3.4330189939851112,6.075346031088684,0.0,0.0,0.0,0.0,0.4571290870690503,0.4173806107415389,-0.1080581414121039,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.30633120050791607,0.30633120050791607,0.29386219747236325,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-6.075346031088684,-6.075346031088684,-5.382198850528739,-0.5747571646117846,-0.5747571646117846,-3.9723846473284956,0.5231545675370888,-1.2299334369163557,-inf,0.6936687994920839,-0.6192011170642707,-3.5001754731526593,0.5466281632763904,-1.0558523535488231,-0.9641353185936309,0.3293695214030786,-0.9407439369351335,-0.9641353185936309,0.3293695214030786,-0.9407439369351335
3961,14,0,0,2.1972245773362196,7.111512116496157,6.46302945692067,6.175867270105761,3.4339872044851463,2.70805020110221,0.0,0.0,0.0,0.0,0.21626415324107975,0.158879782463636,-2.1050452574461707,0.8222086707508449,0.559027127073143,-0.00977030017862007,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.13654535311969526,0.13654535311969526,-1.0670487486834128,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-2.70805020110221,-2.70805020110221,-2.0149030205422647,-0.2871621868149088,-0.2871621868149088,-1.7706673805912527,0.7342964836763493,1.0308606831694533,-inf,0.8634546468803047,1.122964317658902,-1.310340685868642,0.7672438760536265,1.105887732688568,-0.4817046633247991,0.49408969020714066,0.37870672045006676,-0.4817046633247991,0.49408969020714066,0.37870672045006676
3962,81,2,2,3.912023005428146,7.340186835320115,7.155396301896734,6.580639137284949,3.4330189939851112,4.406719247264253,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.38504500243403306,0.3400186000591747,-0.7057000895341609,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.8382055000273586,0.7388573181424425,0.5245447262766386,0.22219567254408684,0.22219567254408684,-0.3805224036467186,0.08055784629814867,0.08055784629814867,-0.003933556804560776,0.11303451242465117,0.11303451242465117,0.6015845847861573,0.27304247779439417,0.27304247779439417,0.08023235340810513,0.6339850002884626,0.6339850002884626,1.2718528826243323,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-3.3081069585961433,-3.3081069585961433,-2.614959778036198,-0.5747571646117846,-0.5747571646117846,-2.163016431788831,0.6966707032381365,0.6279840552892443,-inf,0.8331985748877989,0.8125080362509821,-1.7005722628519873,0.7279298519983499,0.7206626701500398,-0.9641353185936309,0.3293695214030786,-0.9407439369351335,-0.9641353185936309,0.3293695214030786,-0.9407439369351335
3963,10301,36,5,5.652489180268651,6.785587645007929,6.580639137284949,6.07073772800249,3.258096538021482,9.24009333012553,3.610917912644224,1.791759469228055,3.610917912644224,1.732867951399863,0.5563522267519713,0.5238687714909498,0.7145910022808576,0.8371706478862266,0.5961370697791177,0.1876283677911005,0.8016273465045393,0.5129396843584255,-0.055832489654463746,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.46590414243702255,0.46590414243702255,1.5729120518754056,0.2647774589838966,0.2647774589838966,1.5935321689518986,0.18435134949380616,0.18435134949380616,1.2646167875564158,0.8974357779811716,0.8974357779811716,2.113032523314169,1.0,1.0,2.3275805181505755,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-5.6291754174813065,-7.448333860897476,-5.478893214431968,-0.5099014092824596,-0.5099014092824596,-3.680654548908821,0.5511311169816531,-0.9303755867221574,-inf,0.6244399838763391,-1.3295550806475853,-3.5630581815633553,0.54029302164016,-1.1179283020596127,-0.8553420260919106,0.36651568802809753,-0.6431936470794768,-0.8553420260919106,0.36651568802809753,-0.6431936470794768
3964,24,0,0,4.997212273764115,7.651595573857601,7.155396301896734,6.580639137284949,3.258096538021482,3.218875824868201,0.0,0.0,0.0,0.0,0.4918559040795562,0.4546500912674274,0.1798584309536483,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.16230221137561918,0.16230221137561918,-0.8605957911591012,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-3.218875824868201,-3.218875824868201,-2.5257286443082556,-0.5747571646117846,-0.5747571646117846,-2.104672366467983,0.7022658257060879,0.6878936185251934,-inf,0.8376977886243809,0.8586742790555553,-1.6425430754529624,0.7337760238713421,0.7779473663749263,-0.9641353185936309,0.3293695214030786,-0.9407439369351335,-0.9641353185936309,0.3293695214030786,-0.9407439369351335
3965,10,0,0,5.497168225293202,5.820082930352362,5.771441123130016,5.484796933490655,3.431403223719222,2.3978952727983707,0.0,0.0,0.0,0.0,0.5410645974605294,0.5074617969619561,0.5878427942933929,0.7342267222817858,0.3408069655728426,-1.1705473335896999,0.724255174396581,0.32296937391118097,-1.2075259137851115,0.8378109937557585,0.7382205695150621,0.519087422866762,0.12090671607012195,0.12090671607012195,-1.192399551892928,0.0,0.0,-0.7024932623966749,0.0,0.0,-0.44929659337524885,0.0,0.0,-0.8086958190850739,0.0,0.0,-0.5568030080936498,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.3978952727983707,-2.3978952727983707,-1.7047480922384253,-0.286644189639361,-0.286644189639361,-1.5678715778200547,0.7537443460467816,1.2390979375207505,-inf,0.879093283929878,1.283431714282668,-1.1086393546701723,0.7875643510085696,1.3050013167959633,-0.48083574093004355,0.4943863733510881,0.3810832282703213,-0.48083574093004355,0.4943863733510881,0.3810832282703213
3966,808,2,0,4.897839799950911,6.470799503782602,6.75110146893676,6.175867270105761,3.258096538021482,6.695798917058491,1.0986122886681098,0.0,1.0986122886681098,0.0,0.4820750632286233,0.44415310683287995,0.09876645607430427,0.8588563926371569,0.6499238613215498,0.4737360853093948,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.33761568643598316,0.33761568643598316,0.5446216099869577,0.08055784629814867,0.08055784629814867,-0.003933556804560776,0.0,0.0,-0.44929659337524885,0.27304247779439417,0.27304247779439417,0.08023235340810513,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-5.597186628390381,-6.695798917058491,-5.3095045559386005,-0.5752341988309988,-0.5752341988309988,-3.6597385757245497,0.5531369324979154,-0.9088983925768128,-inf,0.6623843135640168,-0.94020991058485,-3.452900596465868,0.5513908881528401,-1.0091839945478607,-0.964935527042068,0.32909629981306265,-0.9429325117112269,-0.964935527042068,0.32909629981306265,-0.9429325117112269
3967,692,2,0,2.772588722239781,6.175867270105761,5.8888779583328805,6.175867270105761,3.4339872044851463,6.541029999189903,1.0986122886681098,0.0,1.0986122886681098,0.0,0.27289497782146865,0.21965706053162845,-1.6355247454309456,0.7491667105354273,0.37786236962164876,-0.9734387727312528,0.8155094675335451,0.5470241719680892,0.15080443246507683,0.8384418981852877,0.7392388740603397,0.5278148808121357,0.329811925437122,0.329811925437122,0.4820709090427844,0.08055784629814867,0.08055784629814867,-0.003933556804560776,0.0,0.0,-0.44929659337524885,0.27304247779439417,0.27304247779439417,0.08023235340810513,0.0,0.0,-0.5568030080936498,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-5.442417710521793,-6.541029999189903,-5.1547356380700124,0.28698931177288056,0.28698931177288056,-3.5585424183240053,0.562841516688757,-0.8049869226152464,-inf,0.670188074562878,-0.8601358473917606,-3.352250586056685,0.561530910549232,-0.9098252833586947,0.48141467140475863,0.8229352510405511,3.0128437212199946,0.48141467140475863,0.8229352510405511,3.0128437212199946
3968,89633,1029,159,6.818924065275521,7.039660349862076,7.155396301896734,6.580639137284949,3.258096538021482,11.403489991270373,6.937314081223682,5.075173815233827,4.023594781085251,1.732867951399863,0.6711598141596679,0.6470824579575473,1.6664492459547686,0.9102896592523202,0.7774929359163918,1.1523134034871825,0.8689586877707873,0.6782569483655825,0.9464020458583174,0.7954964544543811,0.6699232400224203,-0.06626012732599898,0.5749869655374806,0.5749869655374806,2.447260593161931,0.5086918171602846,0.5086918171602846,3.708642615261121,0.5221767529751504,0.5221767529751504,4.405377519903363,1.0,1.0,2.446944767221639,1.0,1.0,2.3275805181505755,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-4.466175910046691,-6.328316176036546,-4.321781405164797,-0.5747571646117846,-0.5747571646117846,-2.920223560362149,0.6240554921678235,-0.1495405841493564,-inf,0.6809135345577089,-0.7500823537588341,-2.8105600879460275,0.6161037194384166,-0.3750844568363181,-0.9641353185936309,0.3293695214030786,-0.9407439369351335,-0.9641353185936309,0.3293695214030786,-0.9407439369351335
