,views,likes,comments,views_log,likes_log,comments_log,likes_log_win,comments_log_win,duration_scaled,framerate_scaled,bitrate_scaled,views_log_scaled,likes_log_scaled,comments_log_scaled,likes_log_win_scaled,comments_log_win_scaled,has_description,has_hashtags,cat_Comedy,cat_Education,cat_Entertainment,cat_Film & Animation,cat_Gaming,cat_Howto & Style,cat_Music,cat_News & Politics,cat_Nonprofits & Activis,cat_People & Blogs,cat_Pets & Animals,cat_Science & Technology,cat_Shows,cat_Sports,cat_Travel & Events,resolution_score_scaled,aspect_ratio,is_hd,is_full_hd,is_4k,is_short,is_medium,is_long,content_score,duration_bitrate_ratio,optimal_duration,content_completeness,is_popular_category,is_high_fps,is_cinema_fps
7858,767,1,0,6.643789733147672,0.6931471805599453,0.0,0.6931471805599453,0.0,-0.4792073542030466,0.5221162484473696,1.0783204663079224,0.5242808341468872,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,-0.44031824176635737,0,1.0,False,0,0
7859,26,0,0,3.295836866004329,0.0,0.0,0.0,0.0,-0.7740501255299163,-1.7228873221728644,-0.9705451994639898,-0.8292674557202547,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,1,0,0,1,0.8058445619861067,0,0.4,False,0,0
7860,152,0,0,5.030437921392435,0.0,0.0,0.0,0.0,-1.272051025548796,-1.7228873221728644,-0.8583412522555786,-0.12798330230096275,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.663443061339372,0.75,0,0,0,1,0,0,2,1.4994567600793354,0,1.0,True,0,0
7861,397,1,0,5.986452005284438,0.6931471805599453,0.0,0.6931471805599453,0.0,-0.997251193503002,-2.9965844373292563,-0.9115502918994993,0.25852489530250095,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7741045577200509,1.5,0,0,0,1,0,0,2,1.1061514842415145,0,1.0,False,0,0
7862,511,1,0,6.238324625039508,0.6931471805599453,0.0,0.6931471805599453,0.0,-1.5403431834301655,0.5254074907218134,-0.31494861093318766,0.360354809659905,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,1,0,0,2,5.05115658246971,0,1.0,False,0,0
7863,1789,2,2,7.489970898834801,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.7491858712484055,-0.640366132541308,0.1559590736097187,0.8663845360759023,-0.003838314248407685,0.6019347522099856,0.08013712952674934,1.272380547075836,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,4.51428087029604,1,1.0,False,0,0
7864,2833,12,5,7.949444420250626,2.5649493574615367,1.791759469228055,2.5649493574615367,1.732867951399863,0.16360698105093058,-0.0724984368883118,0.26996783259064927,1.0521456933655147,0.929111162418976,1.2651696538137194,1.2668746737708134,2.3285137093747577,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.5843777820366458,1,1.0,False,0,1
7865,23,0,0,3.1780538303479458,0.0,0.0,0.0,0.0,-1.7455938851694124,0.20963336227178753,-0.07627473275974093,-0.8768861148873679,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,26.338754039153002,0,1.0,True,0,0
7866,19,2,0,2.995732273553991,1.0986122886681098,0.0,1.0986122886681098,0.0,-1.942553055930668,-0.05034456285345225,-0.8816838874417264,-0.950597138070003,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7293294667147184,0.75,0,0,0,1,0,0,2,2.2285063242728933,0,1.0,False,0,0
7867,894,4,2,6.796823718274855,1.6094379124341005,1.0986122886681098,1.6094379124341005,1.0986122886681098,0.8948749995298194,-0.0724984368883118,0.9019314960359402,0.5861511462690512,0.3211718819085505,0.6019347522099856,0.49355909040223744,1.272380547075836,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8900041254883724,0.5625,1,1,0,0,1,0,0,0.9812962962895092,1,0.0,False,0,1
7868,28,0,0,3.367295829986474,0.0,0.0,0.0,0.0,-0.9088722081138265,-3.6787252281213165,-1.105712744301049,-0.8003772167198951,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.675387433156987,0.7692307692307693,0,0,0,1,0,0,2,0.8294803659453579,0,1.0,False,0,0
7869,224,2,0,5.41610040220442,1.0986122886681098,0.0,1.0986122886681098,0.0,0.6019305062540269,-0.0724984368883118,0.03060461798032301,0.0279366918220105,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8147455117496272,0.8,0,0,0,0,1,0,2,14.824188385314258,1,1.0,False,0,1
7870,83,0,0,4.430816798843313,0.0,0.0,0.0,0.0,0.5439351695091583,0.5254074907218134,-0.5402981687208448,-0.3704049184950686,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,0,1,0,2,-1.0257157229511238,1,1.0,True,0,0
7871,471,0,0,6.156978985585555,0.0,0.0,0.0,0.0,-0.08459482752488462,-2.9965844373292563,-0.8497094469372157,0.32746747356517836,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7528783966342284,0.75,0,0,0,0,1,0,2,0.10074297464847945,0,1.0,True,0,0
7872,323,0,0,5.780743515792329,0.0,0.0,0.0,0.0,-2.106442576098096,-0.0724984368883118,-0.8905619983465957,0.17535873818728034,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,2.3921570315926632,0,1.0,True,0,1
7873,10,0,0,2.3978952727983707,0.0,0.0,0.0,0.0,-1.5870249622329269,-1.8771807397972955,-1.5629114805350033,-1.1922974493060228,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6578397075139824,0.8181818181818182,0,0,0,1,0,0,1,1.02196743479942,0,0.4,True,0,0
7874,596,4,0,6.391917113392602,1.6094379124341005,0.0,1.6094379124341005,0.0,0.9861981437903127,-2.9965844373292563,-1.5736741216196137,0.4224509197894832,0.3211718819085505,-0.44926769600141864,0.49355909040223744,-0.5569777681091652,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7338422412459377,0.9793103448275862,0,0,0,0,1,0,1,-0.6306928855283694,1,0.4,False,0,0
7875,17939,13,10,9.794788135612787,2.6390573296152584,2.3978952727983707,2.6390573296152584,1.732867951399863,1.0885409852385168,-0.0724984368883118,-0.09387145428121182,1.7982021431615833,0.9762619814967386,1.8451480931903355,1.3268518200588644,2.3285137093747577,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8003156420739824,0.5625,0,0,0,0,1,0,2,-12.978682610996081,1,1.0,False,0,1
7876,7,0,1,2.0794415416798357,0.0,0.6931471805599453,0.0,0.6931471805599453,-0.6430968743704742,0.5254074907218134,-1.5522494263522792,-1.321045529181201,-0.7028247762196976,0.21396720560231527,-0.8089929874682087,0.597218822884404,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,1,0,0,1,0.41698629507129975,0,0.4,False,0,0
7877,37,0,0,3.6375861597263857,0.0,0.0,0.0,0.0,-0.4195670848045218,-0.20854211410341522,2.2739790265428006,-0.6911011820488195,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,1,-0.18370006025826321,0,0.4,False,0,1
7878,157,0,0,5.062595033026967,0.0,0.0,0.0,0.0,0.25917535077445775,0.5221162484473696,0.09123966832492121,-0.11498246113406604,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,2.560017778235441,1,1.0,True,0,0
7879,91,1,0,4.5217885770490405,0.6931471805599453,0.0,0.6931471805599453,0.0,-1.6365376235457558,0.5221162484473696,-0.6312492184574101,-0.3336258180408857,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,1,2.6342691063810957,0,0.6,False,0,0
7880,255,3,0,5.545177444479562,1.3862943611198906,0.0,1.3862943611198906,0.0,1.5304061371233626,0.516623753370429,1.8504213639725375,0.08012141985305393,0.179197936182964,-0.44926769600141864,0.31296430374897116,-0.5569777681091652,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,0,1,2,0.8226126439741065,0,1.0,True,0,0
7881,13060,16,0,9.47738596957752,2.833213344056216,0.0,2.833213344056216,0.0,0.3669780299778567,0.5221162484473696,-0.5058553567186875,1.6698792019238422,1.0997927548226598,-0.44926769600141864,1.4839863811918457,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,-0.7400908853870737,1,1.0,True,0,0
7882,281,0,0,5.641907070938114,0.0,0.0,0.0,0.0,-1.272051025548796,0.5221162484473696,-0.7588352767087028,0.11922836838789846,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,1,0,0,2,1.6987060640889444,0,1.0,True,0,0
7883,1976,6,0,7.589335823170617,1.9459101490553132,0.0,1.9459101490553132,0.0,1.0867240572667822,0.5221162484473696,-0.3275745428984222,0.9065569126727929,0.5352506252954078,-0.44926769600141864,0.7658731744502746,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7817173031017021,0.75,0,0,0,0,1,0,2,-3.421949528285636,1,1.0,False,0,0
7884,341,1,0,5.834810737062605,0.6931471805599453,0.0,0.6931471805599453,0.0,-0.36398722342381046,0.5221162484473696,0.18062031322381775,0.19721764653884669,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8189195531524088,0.75,0,0,0,0,1,0,0,-1.9094881194347484,0,0.0,False,0,0
7885,120,0,0,4.795790545596741,0.0,0.0,0.0,0.0,0.34472300756340213,0.5221162484473696,1.4393604369344561,-0.22284920001029146,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8900041254883724,0.5625,1,1,0,0,1,0,1,0.2378449133691866,1,0.4,False,0,0
7886,504,0,0,6.22455842927536,0.0,0.0,0.0,0.0,-0.5172006597179607,0.516623753370429,0.1307529337185198,0.35478925617873036,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8003156420739824,0.5625,0,0,0,0,1,0,2,-3.674528452474516,0,1.0,False,0,0
7887,539,0,0,6.29156913955832,0.0,0.0,0.0,0.0,-2.768736408881617,-0.20582158217463434,-1.4363037035255448,0.3818811048114967,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,1,0,0,2,1.9411969568878216,0,1.0,True,0,1
7888,238,1,0,5.476463551931511,0.6931471805599453,0.0,0.6931471805599453,0.0,-1.340149518197847,0.5221162484473696,0.23506395548079326,0.05234098941112585,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,-5.468570502620816,0,1.0,False,0,0
7889,1958,7,1,7.580189417944541,2.0794415416798357,0.6931471805599453,2.0794415416798357,0.6931471805599453,-1.0453067468709774,0.5221162484473696,1.3917451069925146,0.9028591004145365,0.6202092923842948,0.21396720560231527,0.873942949357561,0.597218822884404,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,1,0,0,1,-0.7457181349565855,0,0.6,False,0,0
7890,56,0,0,4.04305126783455,0.0,0.0,0.0,0.0,-0.07699748170254347,-0.0724984368883118,0.047700971837875195,-0.5271751575618373,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,-1.334422614559881,0,0.4,False,0,1
7891,272,2,0,5.60947179518496,1.0986122886681098,0.0,1.0986122886681098,0.0,-0.9742437907622349,0.516623753370429,0.0051475448104486635,0.10611506788181604,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,-64.31694396376426,0,1.0,False,0,0
7892,274,1,0,5.616771097666572,0.6931471805599453,0.0,0.6931471805599453,0.0,0.12319618352977518,-4.533019485935986,-2.3064620559297606,0.10906611253007566,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6522378754439802,0.75,0,0,0,0,1,0,1,-0.05364607841512851,1,0.4,False,0,0
7893,39,0,0,3.688879454113936,0.0,0.0,0.0,0.0,-1.7455938851694124,-0.798501829334317,0.03325155998845748,-0.6703637482631521,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,1,-40.35909654207288,0,0.4,False,0,0
7894,252,0,0,5.53338948872752,0.0,0.0,0.0,0.0,-0.5847357106154799,-2.431332597491047,-0.6431453793655868,0.07535565164114356,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,1,0,0,2,0.9235409902246883,0,1.0,False,0,0
7895,485,5,4,6.186208623900494,1.791759469228055,1.6094379124341005,1.791759469228055,1.6094379124341005,0.4303205214298569,-0.0724984368883118,-0.5579175381453141,0.3392847626742626,0.4371730419529231,1.0907160555421467,0.6411157751353391,2.1229837235420215,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8147455117496272,0.8,0,0,0,0,1,0,2,-0.7853746074390685,1,1.0,False,0,1
7896,21,0,0,3.091042453358316,0.0,0.0,0.0,0.0,-1.4144469687776517,0.5254074907218134,-0.8326393305510593,-0.9120640594991718,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7445409042044915,1.3333333333333333,0,0,0,1,0,0,2,1.719401098693105,0,1.0,False,0,0
7897,5,0,0,1.791759469228055,0.0,0.0,0.0,0.0,0.11127321577086532,0.5254074907218134,-0.5557001778870682,-1.43735289450107,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7849850142739001,0.5633802816901409,0,0,0,0,1,0,2,-0.2039090699983117,1,1.0,True,0,0
7898,1441,6,0,7.273786317844895,1.9459101490553132,0.0,1.9459101490553132,0.0,-0.10782033916972573,0.5254074907218134,0.4272621739450172,0.7789829860820972,0.5352506252954078,-0.44926769600141864,0.7658731744502746,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,-0.2465805313022192,0,1.0,False,0,0
7899,39,2,0,3.688879454113936,1.0986122886681098,0.0,1.0986122886681098,0.0,-1.272051025548796,0.5254074907218134,-0.1162560473757087,-0.6703637482631521,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,11.971563567116094,0,1.0,True,0,0
7900,36,1,0,3.610917912644224,0.6931471805599453,0.0,0.6931471805599453,0.0,1.548172735839645,0.5221162484473696,-0.13142690250330713,-0.7018829229108449,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8265378138302576,0.6666666666666666,1,0,0,0,0,1,1,-12.749833059420087,0,0.4,True,0,0
7901,10,0,0,2.3978952727983707,0.0,0.0,0.0,0.0,0.022551003317822456,-2.42871674167626,-0.9391153468362513,-1.1922974493060228,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,1,-0.024271478664744172,1,0.4,False,0,0
7902,17,0,0,2.8903717578961645,0.0,0.0,0.0,0.0,-1.5870249622329269,0.5254074907218134,-0.39866573042427267,-0.993193480207237,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,4.083264455810162,0,1.0,False,0,0
7903,13838,58,2,9.53524597222593,4.07753744390572,1.0986122886681098,4.023594781085251,1.0986122886681098,0.3581486598059453,-0.0724984368883118,-0.788329625492927,1.693271498871943,1.8914876130277007,0.6019347522099856,2.4473872072079064,1.272380547075836,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,-0.4601503631306913,1,1.0,True,0,1
7904,26,0,0,3.295836866004329,0.0,0.0,0.0,0.0,-0.6583629036390339,0.5221162484473696,1.0269351549168233,-0.8292674557202547,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8900041254883724,0.5625,1,1,0,1,0,0,2,-0.6349123187860709,0,1.0,False,0,0
7905,13,0,0,2.6390573296152584,0.0,0.0,0.0,0.0,0.540391958804425,0.5254074907218134,1.5067077489513767,-1.0947977225957528,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,1,0.35629273944043727,1,0.4,False,0,0
7906,72,0,0,4.290459441148391,0.0,0.0,0.0,0.0,-1.1794944925014816,0.5221162484473696,-0.5917057380981632,-0.4271501801571107,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,2.027648027605396,0,1.0,False,0,0
7907,326,2,0,5.7899601708972535,1.0986122886681098,0.0,1.0986122886681098,0.0,0.5040878137395347,0.506714842654527,0.4112403200350392,0.1790849518619102,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8265378138302576,0.6666666666666666,1,0,0,0,1,0,2,1.196675127626919,1,1.0,True,0,0
7908,105,0,0,4.663439094112067,0.0,0.0,0.0,0.0,-0.8881949318793457,-0.20582158217463434,1.4913452459736884,-0.276357743268659,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8713849740679873,0.75,1,0,0,1,0,0,1,-0.5915993901211658,0,0.4,False,0,1
7909,2224,17,0,7.707512194600341,2.8903717578961645,0.0,2.8903717578961645,0.0,1.081248894058658,-0.0724984368883118,1.5019747568688555,0.9543345940796075,1.136159503924213,-0.44926769600141864,1.530245892130297,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,1,0.7151236415466442,1,0.4,False,0,1
7910,289,2,0,5.66988092298052,1.0986122886681098,0.0,1.0986122886681098,0.0,0.5077917148110336,0.5221162484473696,0.07223592806441316,0.13053795400500495,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8003156420739824,0.5625,0,0,0,0,1,0,2,6.174815883555108,1,1.0,True,0,0
7911,8,0,0,2.1972245773362196,0.0,0.0,0.0,0.0,-0.8881949318793457,-1.7228873221728644,-0.9705451994639898,-1.2734268700140878,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.663443061339372,0.75,0,0,0,1,0,0,1,0.9246779145582973,0,0.6,False,0,0
7912,4045,2,2,8.305484017727691,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.2627593901488872,0.5254074907218134,-1.1721877497937139,1.1960894128304977,-0.003838314248407685,0.6019347522099856,0.08013712952674934,1.272380547075836,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,-1.08653648291597,1,1.0,False,0,0
7913,600,0,0,6.398594934535208,0.0,0.0,0.0,0.0,0.7183630137812232,-2.2183311090427416,-1.5629114805350033,0.425150704925743,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.663443061339372,0.75,0,0,0,0,1,0,2,-0.46259108956663486,1,1.0,False,0,0
7914,1131,14,6,7.0317412587631285,2.70805020110221,1.9459101490553132,2.70805020110221,1.732867951399863,0.4543430999215351,0.5254074907218134,-0.07336815413341978,0.6811262692190372,1.0201583438798403,1.4126680694962146,1.3826892073971953,2.3285137093747577,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,-7.169896395671066,1,0.6,False,0,0
7915,42,1,0,3.7612001156935624,0.6931471805599453,0.0,0.6931471805599453,0.0,-0.829130012125223,2.4069709925919165,-0.0560824977791711,-0.6411251324021443,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7802647157811162,0.7333333333333333,0,0,0,1,0,0,2,17.992297555103075,0,1.0,False,1,0
7917,79,3,0,4.382026634673881,1.3862943611198906,0.0,1.3862943611198906,0.0,0.34472300756340213,-0.20582158217463434,1.4218835275809607,-0.39013035845630106,0.179197936182964,-0.44926769600141864,0.31296430374897116,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.24074793858812027,1,1.0,False,0,1
7918,17,0,0,2.8903717578961645,0.0,0.0,0.0,0.0,0.19672133259911972,-0.0724984368883118,0.0385270907476961,-0.993193480207237,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,4.053845585384889,1,0.4,False,0,1
7919,1972,1,0,7.587310506022615,0.6931471805599453,0.0,0.6931471805599453,0.0,-0.40814439809430414,0.5221162484473696,-0.6148002816850835,0.9057380945260322,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.6748416137590738,0,1.0,False,0,0
7920,1912,49,31,7.556427969440253,3.912023005428146,3.4657359027997265,3.912023005428146,1.732867951399863,1.691890883200579,0.5221162484473696,2.274720548501778,0.8932525529916666,1.7861798962381294,2.866906812017251,2.3570898138812733,2.3285137093747577,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,0,1,2,0.7405242117291101,0,1.0,True,0,0
7921,200,2,0,5.303304908059076,1.0986122886681098,0.0,1.0986122886681098,0.0,-1.5403431834301655,0.5221162484473696,2.274535213192506,-0.01766554759524273,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9425024075576036,0.5625,1,1,0,1,0,0,1,-0.6742479496639603,0,0.4,False,0,0
7922,31,1,0,3.4657359027997265,0.6931471805599453,0.0,0.6931471805599453,0.0,0.533259085635881,-0.0724984368883118,-0.09387145428121182,-0.760578749567499,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.798862584939207,0.55,0,0,0,0,1,0,1,-6.358052214617878,1,0.4,True,0,1
7923,55,0,0,4.02535169073515,0.0,0.0,0.0,0.0,0.6373751085771127,-0.0724984368883118,1.1295152410614708,-0.5343309429820505,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,0.5593388184816123,1,1.0,True,0,1
7924,104,2,0,4.653960350157523,1.0986122886681098,0.0,1.0986122886681098,0.0,-0.20795073286198548,1.3275217841238698,-1.5312196789197636,-0.2801899171907215,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,0.13670000181016184,0,1.0,False,0,0
7925,46,0,0,3.8501476017100584,0.0,0.0,0.0,0.0,-0.951866807803023,0.5221162484473696,0.10249179619227645,-0.6051644357127859,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,-8.461655338635058,0,1.0,True,0,0
7926,251,1,0,5.529429087511423,0.6931471805599453,0.0,0.6931471805599453,0.0,-1.070438230877825,0.5221162484473696,-0.2901083746690446,0.07375449579876465,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7817173031017021,0.75,0,0,0,1,0,0,2,3.821514555366565,0,1.0,False,0,0
