,views,likes,comments,views_log,likes_log,comments_log,likes_log_win,comments_log_win,duration_scaled,framerate_scaled,bitrate_scaled,views_log_scaled,likes_log_scaled,comments_log_scaled,likes_log_win_scaled,comments_log_win_scaled,has_description,has_hashtags,cat_Comedy,cat_Education,cat_Entertainment,cat_Film & Animation,cat_Gaming,cat_Howto & Style,cat_Music,cat_News & Politics,cat_Nonprofits & Activis,cat_People & Blogs,cat_Pets & Animals,cat_Science & Technology,cat_Shows,cat_Sports,cat_Travel & Events,resolution_score_scaled,aspect_ratio,is_hd,is_full_hd,is_4k,is_short,is_medium,is_long,content_score,duration_bitrate_ratio,optimal_duration,content_completeness,is_popular_category,is_high_fps,is_cinema_fps
1782,547,0,0,6.306275286948016,0.0,0.0,0.0,0.0,-0.6739197318376565,0.5254074907218134,-0.788329625492927,0.38782667257776,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,0.8658538873049497,0,1.0,True,0,0
1783,48,0,0,3.8918202981106265,0.0,0.0,0.0,0.0,0.06176055445803605,-0.0724984368883118,-0.4161724395982407,-0.5883165262034533,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,-0.15205501022946208,1,1.0,False,0,1
1784,287,2,0,5.662960480135946,1.0986122886681098,0.0,1.0986122886681098,0.0,-0.23502643186798586,0.5254074907218134,1.46564891789199,0.12774007902016732,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,1,-0.15926988392586522,0,0.4,False,0,0
1785,3219,6,0,8.077136638538454,1.9459101490553132,0.0,1.9459101490553132,0.0,0.3886426633180286,-0.0724984368883118,-1.470360904067644,1.1037705490763137,0.5352506252954078,-0.44926769600141864,0.7658731744502746,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,0,1,0,2,-0.2661278196612326,1,1.0,True,0,1
1786,22,1,0,3.1354942159291497,0.6931471805599453,0.0,0.6931471805599453,0.0,-0.27258287789858565,-1.7228873221728644,0.09625432032753081,-0.8940925976545878,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8713849740679873,0.75,1,0,0,0,1,0,2,-2.565381596327981,0,1.0,False,0,0
1787,5,0,0,1.791759469228055,0.0,0.0,0.0,0.0,-1.2091962670384049,0.5254074907218134,1.0079673484058047,-1.43735289450107,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8900041254883724,0.5625,1,1,0,1,0,0,2,-1.1878536860068014,0,1.0,False,0,0
1788,2357,31,3,7.765569081097317,3.4657359027997265,1.3862943611198906,3.4657359027997265,1.3862943611198906,-0.01863631794754916,0.5254074907218134,0.44213875304471123,0.9778064894590798,1.5022320047869566,0.8772021072060492,1.995900240574741,1.7514154138779734,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,-0.04121813894971804,0,0.4,True,0,0
1789,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.997251193503002,-1.5328402593774204,-0.813041743222069,-2.161745698601754,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8003156420739824,0.5625,0,0,0,1,0,0,1,1.2418422851864468,0,0.4,False,0,0
1790,30,0,0,3.4339872044851463,0.0,0.0,0.0,0.0,-0.4195670848045218,0.5221162484473696,0.11732405053921155,-0.7734144727734459,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,-3.2952696919998563,0,1.0,True,0,0
1791,550,3,0,6.311734809152915,1.3862943611198906,0.0,1.3862943611198906,0.0,-1.5403431834301655,0.5221162484473696,-0.39673702076163836,0.3900339100261886,0.179197936182964,-0.44926769600141864,0.31296430374897116,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8375788139770532,0.5620608899297423,1,0,0,1,0,0,2,3.9829214705037024,0,1.0,True,0,0
1792,11942,7,3,9.387900611668426,2.0794415416798357,1.3862943611198906,2.0794415416798357,1.3862943611198906,-1.0963676717497655,0.5221162484473696,-0.6008875300651072,1.6337010482960845,0.6202092923842948,0.8772021072060492,0.873942949357561,1.7514154138779734,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,1,0,0,2,1.8554591457175644,0,1.0,True,0,0
1793,105,1,0,4.663439094112067,0.6931471805599453,0.0,0.6931471805599453,0.0,1.5325164969189171,0.5254074907218134,-0.4181343171130732,-0.276357743268659,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7686281263642057,0.9183673469387755,0,0,0,0,0,1,2,-3.754931728748345,0,1.0,True,0,0
1794,23,0,0,3.1780538303479458,0.0,0.0,0.0,0.0,1.6555473283455173,0.5221162484473696,1.1919950048736005,-0.8768861148873679,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.9238763082816578,0.75,1,1,0,0,0,1,2,1.3773329519947644,0,1.0,True,0,0
1795,503,1,0,6.222576268071369,0.6931471805599453,0.0,0.6931471805599453,0.0,1.2700579980295483,0.5221162484473696,2.0863448513119374,0.3539878856056157,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,0.6058440228642339,1,1.0,False,0,0
1796,252,2,0,5.53338948872752,1.0986122886681098,0.0,1.0986122886681098,0.0,0.2127882531173984,0.5221162484473696,-0.8075037153869772,0.07535565164114356,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,-0.266817883116878,1,1.0,False,0,0
1797,5,0,0,1.791759469228055,0.0,0.0,0.0,0.0,1.008519524830556,0.5221162484473696,-1.5522494263522792,-1.43735289450107,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,1,-0.6539276381615531,1,0.4,False,0,0
1798,265,1,0,5.583496308781699,0.6931471805599453,0.0,0.6931471805599453,0.0,1.8841298987873871,0.5221162484473696,-0.07046896199187351,0.095613404150331,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,0,1,1,-31.158628108096142,0,0.4,False,0,0
1799,31,2,1,3.4657359027997265,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,-0.38576741513509155,0.5254074907218134,-0.5207963007772122,-0.760578749567499,-0.003838314248407685,0.21396720560231527,0.08013712952674934,0.597218822884404,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,0,0.7552275036998497,0,0.0,True,0,0
1800,11193,13,3,9.323133199451306,2.6390573296152584,1.3862943611198906,2.6390573296152584,1.3862943611198906,-0.00467514402358543,-0.0724984368883118,-1.3354416989972777,1.6075161456034712,0.9762619814967386,0.8772021072060492,1.3268518200588644,1.7514154138779734,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7107615153453277,0.5625,0,0,0,0,1,0,2,0.0035272347528542873,0,1.0,False,0,1
1801,98,2,1,4.59511985013459,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,-0.0328403070320498,0.5221162484473696,-0.09979786497873425,-0.30397862071835663,-0.003838314248407685,0.21396720560231527,0.08013712952674934,0.597218822884404,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8003156420739824,0.5625,0,0,0,0,1,0,2,0.3657136730347317,0,1.0,False,0,0
1802,10,0,0,2.3978952727983707,0.0,0.0,0.0,0.0,-0.6281109715963268,0.5221162484473696,-0.09387145428121182,-1.1922974493060228,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7817173031017021,1.3333333333333333,0,0,0,1,0,0,2,7.488971986706457,0,1.0,True,0,0
1803,6926,16,13,8.843182098022606,2.833213344056216,2.6390573296152584,2.833213344056216,1.732867951399863,-0.9300866160917411,0.5254074907218134,0.18641428958690748,1.4134760804238877,1.0997927548226598,2.075902971099948,1.4839863811918457,2.3285137093747577,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8265378138302576,0.6666666666666666,1,0,0,1,0,0,2,-4.73533070352402,0,1.0,False,0,0
1804,127002,125,6,11.751965987208976,4.836281906951478,1.9459101490553132,4.023594781085251,1.732867951399863,1.3396664412223167,-1.7228873221728644,-0.6312492184574101,2.5894721637142486,2.3742349054393186,1.4126680694962146,2.4473872072079064,2.3285137093747577,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8203191257041413,0.7339449541284404,0,0,0,0,0,1,2,-2.1564074471574695,0,1.0,False,0,0
1805,1408,3,0,7.25063551189868,1.3862943611198906,0.0,1.3862943611198906,0.0,0.029218050843364044,-3.2968605220513316,-0.3833265884996553,0.7696233161461573,0.179197936182964,-0.44926769600141864,0.31296430374897116,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7760933343520814,0.8181818181818182,0,0,0,0,1,0,2,-0.07826405014651407,1,1.0,False,0,0
1806,43,0,0,3.784189633918261,0.0,0.0,0.0,0.0,-0.7564858187627096,0.5221162484473696,0.042467790671926055,-0.6318306696923209,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,1,-14.418099353428321,0,0.4,False,0,0
1807,133,1,0,4.897839799950911,0.6931471805599453,0.0,0.6931471805599453,0.0,0.4815045651430461,-0.0724984368883118,0.3387511076936104,-0.18159157208222496,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.835940951770411,0.5480093676814989,1,0,0,0,1,0,2,1.380653866097722,1,1.0,False,0,1
1808,69,0,0,4.248495242049359,0.0,0.0,0.0,0.0,0.2789753213916756,0.5254074907218134,-0.5803314515178363,-0.4441159416777034,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.7636022569985758,1.7647058823529411,0,0,0,0,1,0,2,-0.4891459530229871,1,1.0,False,0,0
1809,2,0,0,1.0986122886681098,0.0,0.0,0.0,0.0,-1.5403431834301655,-4.533019485935986,-0.8241991083759839,-1.7175862843079208,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8672083845431291,0.8,1,0,0,1,0,0,0,1.891850737226379,0,0.0,False,0,0
1810,105,3,0,4.663439094112067,1.3862943611198906,0.0,1.3862943611198906,0.0,-1.4144469687776517,0.5254074907218134,0.015935629869762987,-0.276357743268659,0.179197936182964,-0.44926769600141864,0.31296430374897116,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,-54.53682736376041,0,1.0,True,0,0
1811,672,6,0,6.511745329644728,1.9459101490553132,0.0,1.9459101490553132,0.0,0.22332657722203492,0.5221162484473696,-1.164607446198871,0.47089642772289886,0.5352506252954078,-0.44926769600141864,0.7658731744502746,-0.5569777681091652,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,-0.19342208294018648,1,0.4,True,0,0
1812,47,0,0,3.871201010907891,0.0,0.0,0.0,0.0,0.8994632632068994,-0.0724984368883118,-1.2631861379187879,-0.5966527250805168,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,1,-0.7177411527234662,1,0.4,False,0,1
1813,13689,12,8,9.524420918282496,2.5649493574615367,2.1972245773362196,2.5649493574615367,1.732867951399863,-1.3764536632627373,-0.0724984368883118,-1.2148044075556266,1.6888950235049658,0.929111162418976,1.6531372004213898,1.2668746737708134,2.3285137093747577,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7251630510554443,0.8,0,0,0,1,0,0,2,1.1424706405709142,0,1.0,False,0,1
1814,7,0,0,2.0794415416798357,0.0,0.0,0.0,0.0,1.541946209214515,0.5254074907218134,-0.06325305245876195,-1.321045529181201,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7849850142739001,0.5633802816901409,0,0,0,0,0,1,1,-28.955076526525236,0,0.6,True,0,0
1815,417,1,0,6.035481432524756,0.6931471805599453,0.0,0.6931471805599453,0.0,0.4464138261180146,0.5221162484473696,0.006501647632596801,0.27834706724691183,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8189195531524088,0.75,0,0,0,0,1,0,2,27.052682014381624,1,1.0,False,0,0
1816,2339,0,16,7.757906208351747,0.0,2.833213344056216,0.0,1.732867951399863,1.1064913514723558,-0.18683858011391857,-0.9705451994639898,0.9747084565082498,-0.7028247762196976,2.261680319324169,-0.8089929874682087,2.3285137093747577,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,-1.1519409519612487,1,1.0,False,0,1
1817,96057,380,29,11.472707454681435,5.942799375126701,3.4011973816621555,4.023594781085251,1.732867951399863,0.854797552538374,0.516623753370429,0.35780719768425046,2.4765703624842983,3.0782509975284587,2.805153405357285,2.4473872072079064,2.3285137093747577,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,2.324037044191255,1,1.0,True,0,0
1818,8,0,0,2.1972245773362196,0.0,0.0,0.0,0.0,-0.3323687411626268,0.5221162484473696,1.4802439761477186,-1.2734268700140878,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,1,-0.22302974981438956,0,0.4,False,0,0
1819,153,0,0,5.0369526024136295,0.0,0.0,0.0,0.0,1.1923626456656766,-0.0724984368883118,-1.0738735198654552,-0.12534947330002125,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7293294667147184,0.75,0,0,0,0,1,0,2,-1.1207748133598354,1,1.0,True,0,1
1820,78,0,0,4.3694478524670215,0.0,0.0,0.0,0.0,0.23888340542065714,-0.0724984368883118,1.518275214276962,-0.3952158509409171,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.15630915373686446,1,1.0,True,0,1
1821,800,4,5,6.68586094706836,1.6094379124341005,1.791759469228055,1.6094379124341005,1.732867951399863,-0.7224513614572075,0.5221162484473696,-0.44596085501477417,0.5412898608311757,0.3211718819085505,1.2651696538137194,0.49355909040223744,2.3285137093747577,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,1,0,0,2,1.6571473175790623,0,1.0,True,0,0
1822,171,3,0,5.147494476813453,1.3862943611198906,0.0,1.3862943611198906,0.0,0.3713571760538835,0.516623753370429,-0.039054845947699604,-0.0806583527884424,0.179197936182964,-0.44926769600141864,0.31296430374897116,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8375788139770532,0.5620608899297423,1,0,0,0,1,0,2,-12.781247462896477,1,1.0,True,0,0
1823,340,0,0,5.831882477283517,0.0,0.0,0.0,0.0,-0.9742437907622349,0.5254074907218134,-0.2521346830854372,0.1960337765222855,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7817173031017021,0.75,0,0,0,1,0,0,2,4.023561508610781,0,1.0,False,0,0
1824,15,0,0,2.772588722239781,0.0,0.0,0.0,0.0,-0.4548261768970654,0.5254074907218134,0.23838193598846263,-1.0408121393743501,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,-1.8311564208042572,0,0.4,False,0,0
1825,535,0,1,6.284134161070802,0.0,0.6931471805599453,0.0,0.6931471805599453,-0.5435483893501083,0.5221162484473696,-0.5058553567186875,0.3788752075314772,-0.7028247762196976,0.21396720560231527,-0.8089929874682087,0.597218822884404,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7631253940853869,0.5625,0,0,0,0,1,0,1,1.0961833566688246,0,0.4,True,0,0
1826,10,0,0,2.3978952727983707,0.0,0.0,0.0,0.0,0.40974742387865365,0.5221162484473696,0.08998255360408255,-1.1922974493060228,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8375788139770532,0.5620608899297423,1,0,0,0,1,0,1,4.0981892251041945,1,0.6,False,0,0
1827,69596,359,8,11.150476741945257,5.886104031450156,2.1972245773362196,4.023594781085251,1.732867951399863,0.3971501234373382,0.516623753370429,0.38532212467889143,2.3462952817186373,3.042178874455123,1.6531372004213898,2.4473872072079064,2.3285137093747577,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7755030925975653,0.8256880733944955,0,0,0,0,1,0,2,1.0046240740002386,1,1.0,True,0,0
1828,3667,17,1,8.207401833376355,2.8903717578961645,0.6931471805599453,2.8903717578961645,0.6931471805599453,0.9040258939922988,-0.0724984368883118,-0.17659882834596327,1.1564356368774147,1.136159503924213,0.21396720560231527,1.530245892130297,0.597218822884404,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8003156420739824,0.5625,0,0,0,0,1,0,2,-5.426364056504505,1,1.0,False,0,1
1829,3,1,0,1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3152852639163362,0.5221162484473696,-0.5668303295230088,-1.601278918988052,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7893311247842406,0.6666666666666666,0,0,0,0,1,0,1,-2.3620934316617306,1,0.4,True,0,0
1830,27,1,0,3.332204510175204,0.6931471805599453,0.0,0.6931471805599453,0.0,1.1463387072419793,0.5254074907218134,-0.7378538762516769,-0.8145643327889017,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7636022569985758,1.7647058823529411,0,0,0,0,1,0,2,-1.57495720589609,1,1.0,True,0,0
1831,13109,197,8,9.481130576757746,5.288267030694535,2.1972245773362196,4.023594781085251,1.732867951399863,1.1361297144803486,-0.0724984368883118,-0.27269076163270806,1.6713931141102294,2.661808133745213,1.6531372004213898,2.4473872072079064,2.3285137093747577,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8375788139770532,0.5620608899297423,1,0,0,0,1,0,2,-4.324970194684179,1,1.0,True,0,1
1832,4657,36,23,8.446341450444287,3.610917912644224,3.1780538303479458,3.610917912644224,1.732867951399863,0.029218050843364044,0.5221162484473696,1.115267383336065,1.2530368504840341,1.5946033176239127,2.5916394570211874,2.1133991059434294,2.3285137093747577,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.025965429440193748,1,1.0,False,0,0
1833,50,2,0,3.9318256327243257,1.0986122886681098,0.0,1.0986122886681098,0.0,-0.5172006597179607,0.5254074907218134,0.4272621739450172,-0.5721427165947959,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,1,-1.1828159180834956,0,0.4,True,0,0
1834,1011,5,2,6.919683849847411,1.791759469228055,1.0986122886681098,1.791759469228055,1.0986122886681098,0.3971501234373382,0.5221162484473696,0.2635041807747817,0.6358224312548457,0.4371730419529231,0.6019347522099856,0.6411157751353391,1.272380547075836,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,1.4520806311343857,1,1.0,True,0,0
1835,127,0,0,4.852030263919617,0.0,0.0,0.0,0.0,-1.8061185171735177,0.5254074907218134,1.510335197138629,-0.20011196995379713,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,1,0,0,2,-1.1879738892928031,0,1.0,False,0,0
1836,35,0,0,3.58351893845611,0.0,0.0,0.0,0.0,-2.106442576098096,0.5221162484473696,1.1929520783305079,-0.7129600904003859,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,1,0,0,2,-1.7510610888352913,0,1.0,True,0,0
1837,935,2,0,6.841615476477592,1.0986122886681098,0.0,1.0986122886681098,0.0,0.5260633669602879,-0.0724984368883118,2.2584826727445777,0.6042600653970517,-0.003838314248407685,-0.44926769600141864,0.08013712952674934,-0.5569777681091652,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,0,1,0,2,0.2319009853065431,1,1.0,True,0,1
1838,167,0,0,5.123963979403259,0.0,0.0,0.0,0.0,0.680369708266309,-0.0724984368883118,-1.4802812404364125,-0.09017152868821757,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7528783966342284,0.75,0,0,0,0,1,0,2,-0.46274800327613513,1,1.0,False,0,1
1839,18,1,0,2.9444389791664403,0.6931471805599453,0.0,0.6931471805599453,0.0,-2.0203937172152067,0.5254074907218134,1.510335197138629,-0.9713345718556706,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,1,0,0,0,-1.3289133350446143,0,0.0,True,0,0
1840,358,0,2,5.883322388488279,0.0,1.0986122886681098,0.0,1.0986122886681098,-0.4311518008350708,0.055792428480352055,-0.682068779237366,0.21683048621477644,-0.7028247762196976,0.6019347522099856,-0.8089929874682087,1.272380547075836,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,0.6415292811612568,0,1.0,True,0,0
1841,464,8,0,6.142037405587356,2.1972245773362196,0.0,2.1972245773362196,0.0,0.9040258939922988,0.5254074907218134,-0.4540375718909739,0.3214267224384363,0.6951481477228824,-0.44926769600141864,0.9692672465217074,-0.5569777681091652,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8189195531524088,0.75,0,0,0,0,1,0,2,-2.0359220733111014,1,1.0,False,0,0
1842,14,0,0,2.70805020110221,0.0,0.0,0.0,0.0,-1.5403431834301655,0.5254074907218134,2.2624233726688066,-1.0669045033898719,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9425024075576036,0.5625,1,1,0,1,0,0,0,-0.6778416389993108,0,0.0,True,0,0
1843,44,0,0,3.80666248977032,0.0,0.0,0.0,0.0,-0.7392913144860644,0.5254074907218134,0.5050351556073883,-0.6227450890960385,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8147455117496272,0.8,0,0,0,1,0,0,1,-1.4354191290383034,0,0.4,False,0,0
1844,2,0,0,1.0986122886681098,0.0,0.0,0.0,0.0,-2.2026370162136866,0.5254074907218134,1.3101331684946653,-1.7175862843079208,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,1.7777777777777777,1,0,0,1,0,0,2,-1.6684960796230366,0,1.0,True,0,0
1845,21,0,0,3.091042453358316,0.0,0.0,0.0,0.0,-1.6892468008234462,-1.5168057746300518,-0.9055141323483162,-0.9120640594991718,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.663443061339372,0.75,0,0,0,1,0,0,1,1.8863429842181456,0,0.4,True,0,0
1846,181,0,0,5.204006687076795,0.0,0.0,0.0,0.0,0.2983066093597109,0.5221162484473696,1.5283014187422708,-0.057810956605166185,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.19391947879994095,1,1.0,False,0,0
1847,738,1,0,6.6052979209482015,0.6931471805599453,0.0,0.6931471805599453,0.0,0.14076049029698182,-0.0724984368883118,1.510335197138629,0.5087189285156004,-0.2618134200183668,-0.44926769600141864,-0.24801434185961874,-0.5569777681091652,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.09258516842989778,1,1.0,True,0,1
1848,97,0,0,4.584967478670572,0.0,0.0,0.0,0.0,0.1579549945736266,0.5254074907218134,1.5074341618977416,-0.3080831363966021,-0.7028247762196976,-0.44926769600141864,-0.8089929874682087,-0.5569777681091652,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8900041254883724,0.5625,1,1,0,0,1,0,2,0.10409347472188453,1,1.0,False,0,0
